,ip,country,region,city,lat,long,count
0,66.249.76.216,US,California,Mountain View,37.3893889,-122.0832101,46382
1,5.255.253.53,RU,Moscow,Moscow,55.7504461,37.6174943,249
2,157.55.35.112,CA,Ontario,Toronto,43.6534817,-79.3839347,131
3,193.111.141.116,NL,North Holland,Amsterdam (Nieuwmarkt en Lastage),None,None,7
4,5.10.83.71,US,New Jersey,Bridgewater Township,40.596061000000006,-74.6038607920825,115
5,180.76.5.223,CN,Beijing,Beijing,39.906217,116.3912757,50
6,180.76.6.148,CN,Beijing,Beijing,39.906217,116.3912757,43
7,180.76.5.188,CN,Beijing,Beijing,39.906217,116.3912757,38
8,180.76.6.135,CN,Beijing,Beijing,39.906217,116.3912757,51
9,180.76.6.44,CN,Beijing,Beijing,39.906217,116.3912757,36
10,180.76.5.172,CN,Beijing,Beijing,39.906217,116.3912757,35
11,180.76.5.18,CN,Beijing,Beijing,39.906217,116.3912757,51
12,157.56.92.174,CA,Ontario,Toronto,43.6534817,-79.3839347,176
13,74.86.158.107,US,Illinois,Chicago,41.8755616,-87.6244212,810
14,180.76.6.136,CN,Beijing,Beijing,39.906217,116.3912757,40
15,5.10.83.87,US,New Jersey,Bridgewater Township,40.596061000000006,-74.6038607920825,96
16,5.10.83.21,VG,Tortola,Road Town,18.42105685,-64.63883251023499,113
17,5.10.83.31,VG,Tortola,Road Town,18.42105685,-64.63883251023499,76
18,180.76.5.64,CN,Beijing,Beijing,39.906217,116.3912757,31
19,180.76.5.31,CN,Beijing,Beijing,39.906217,116.3912757,43
20,180.76.5.27,CN,Beijing,Beijing,39.906217,116.3912757,39
21,180.76.5.65,CN,Beijing,Beijing,39.906217,116.3912757,26
22,157.55.33.97,CA,Ontario,Toronto,43.6534817,-79.3839347,164
23,217.12.28.5,ES,Andalusia,Seville,37.3886303,-5.9953403,15
24,180.76.6.64,CN,Beijing,Beijing,39.906217,116.3912757,30
25,5.10.83.64,US,New Jersey,Bridgewater Township,40.596061000000006,-74.6038607920825,95
26,180.76.5.195,CN,Beijing,Beijing,39.906217,116.3912757,36
27,180.76.6.40,CN,Beijing,Beijing,39.906217,116.3912757,33
28,180.76.5.200,CN,Beijing,Beijing,39.906217,116.3912757,31
29,131.253.24.3,US,Virginia,Ashburn,39.030019100000004,-77.46964646557657,9
30,199.30.20.223,US,Virginia,Ashburn,39.030019100000004,-77.46964646557657,6
31,180.76.6.50,CN,Beijing,Beijing,39.906217,116.3912757,37
32,180.76.5.168,CN,Beijing,Beijing,39.906217,116.3912757,28
33,157.55.32.88,CA,Ontario,Toronto,43.6534817,-79.3839347,155
34,5.10.83.88,US,New Jersey,Bridgewater Township,40.596061000000006,-74.6038607920825,104
35,180.76.5.23,CN,Beijing,Beijing,39.906217,116.3912757,32
36,180.76.5.145,CN,Beijing,Beijing,39.906217,116.3912757,34
37,180.76.6.16,CN,Beijing,Beijing,39.906217,116.3912757,43
38,176.31.255.177,FR,Hauts-de-France,Roubaix,50.6915893,3.1741734,1044
39,185.10.104.131,DE,Hesse,Frankfurt am Main,50.1106444,8.6820917,11
40,180.76.6.55,CN,Beijing,Beijing,39.906217,116.3912757,37
41,180.76.5.95,CN,Beijing,Beijing,39.906217,116.3912757,48
42,180.76.6.59,CN,Beijing,Beijing,39.906217,116.3912757,44
43,157.55.33.26,CA,Ontario,Toronto,43.6534817,-79.3839347,131
44,180.76.5.213,CN,Beijing,Beijing,39.906217,116.3912757,35
45,192.81.215.7,US,New Jersey,North Bergen,40.8042674,-74.012084,20
46,180.76.6.133,CN,Beijing,Beijing,39.906217,116.3912757,37
47,5.10.83.52,SE,Stockholm,Kista,59.403311,17.9442849,114
48,174.129.237.157,US,Virginia,Ashburn,39.030019100000004,-77.46964646557657,384
49,180.76.5.38,CN,Beijing,Beijing,39.906217,116.3912757,44
50,180.76.5.177,CN,Beijing,Beijing,39.906217,116.3912757,39
51,180.76.6.21,CN,Beijing,Beijing,39.906217,116.3912757,42
52,180.76.6.159,CN,Beijing,Beijing,39.906217,116.3912757,28
53,180.76.5.199,CN,Beijing,Beijing,39.906217,116.3912757,43
54,180.76.6.157,CN,Beijing,Beijing,39.906217,116.3912757,29
55,157.55.32.183,CA,Ontario,Toronto,43.6534817,-79.3839347,99
56,180.76.6.146,CN,Beijing,Beijing,39.906217,116.3912757,44
57,180.76.6.130,CN,Beijing,Beijing,39.906217,116.3912757,42
58,180.76.6.230,CN,Beijing,Beijing,39.906217,116.3912757,26
59,180.76.5.156,CN,Beijing,Beijing,39.906217,116.3912757,50
60,5.10.83.73,US,New Jersey,Bridgewater Township,40.596061000000006,-74.6038607920825,108
61,5.10.83.46,SE,Stockholm,Kista,59.403311,17.9442849,107
62,180.76.5.201,CN,Beijing,Beijing,39.906217,116.3912757,37
63,5.10.83.51,SE,Stockholm,Kista,59.403311,17.9442849,79
64,185.10.104.194,DE,Hesse,Frankfurt am Main,50.1106444,8.6820917,6
65,162.243.192.191,US,New York,New York,40.7127281,-74.0060152,2927
66,180.76.5.69,CN,Beijing,Beijing,39.906217,116.3912757,44
67,180.76.5.203,CN,Beijing,Beijing,39.906217,116.3912757,47
68,180.76.5.21,CN,Beijing,Beijing,39.906217,116.3912757,49
69,180.76.6.134,CN,Beijing,Beijing,39.906217,116.3912757,33
70,180.76.5.220,CN,Beijing,Beijing,39.906217,116.3912757,31
71,180.76.5.193,CN,Beijing,Beijing,39.906217,116.3912757,42
72,180.76.6.143,CN,Beijing,Beijing,39.906217,116.3912757,33
73,180.76.5.154,CN,Beijing,Beijing,39.906217,116.3912757,33
74,74.86.158.106,US,Illinois,Chicago,41.8755616,-87.6244212,836
75,180.76.5.22,CN,Beijing,Beijing,39.906217,116.3912757,39
76,180.76.6.45,CN,Beijing,Beijing,39.906217,116.3912757,38
77,180.76.5.171,CN,Beijing,Beijing,39.906217,116.3912757,26
78,180.76.5.148,CN,Beijing,Beijing,39.906217,116.3912757,38
79,66.249.75.208,US,California,Mountain View,37.3893889,-122.0832101,1
80,180.76.5.192,CN,Beijing,Beijing,39.906217,116.3912757,41
81,5.10.83.22,VG,Tortola,Road Town,18.42105685,-64.63883251023499,101
82,157.55.35.43,CA,Ontario,Toronto,43.6534817,-79.3839347,26
83,180.76.6.62,CN,Beijing,Beijing,39.906217,116.3912757,41
84,217.16.255.159,ES,Canary Islands,AgÃ¼imes,27.9049541,-15.4445131,5
85,180.76.5.144,CN,Beijing,Beijing,39.906217,116.3912757,38
86,180.76.5.176,CN,Beijing,Beijing,39.906217,116.3912757,28
87,180.76.5.98,CN,Beijing,Beijing,39.906217,116.3912757,35
88,180.76.5.116,CN,Beijing,Beijing,39.906217,116.3912757,22
89,180.76.5.63,CN,Beijing,Beijing,39.906217,116.3912757,41
90,180.76.6.65,CN,Beijing,Beijing,39.906217,116.3912757,46
91,180.76.6.57,CN,Beijing,Beijing,39.906217,116.3912757,33
92,46.161.41.24,RU,St.-Petersburg,St Petersburg,59.938732,30.316229,89
93,180.76.5.29,CN,Beijing,Beijing,39.906217,116.3912757,41
94,180.76.6.233,CN,Beijing,Beijing,39.906217,116.3912757,38
95,180.76.6.56,CN,Beijing,Beijing,39.906217,116.3912757,27
96,180.76.5.152,CN,Beijing,Beijing,39.906217,116.3912757,31
97,180.76.5.155,CN,Beijing,Beijing,39.906217,116.3912757,42
98,180.76.6.153,CN,Beijing,Beijing,39.906217,116.3912757,32
99,180.76.6.151,CN,Beijing,Beijing,39.906217,116.3912757,18
100,180.76.5.175,CN,Beijing,Beijing,39.906217,116.3912757,36
101,180.76.5.187,CN,Beijing,Beijing,39.906217,116.3912757,29
102,217.12.28.130,ES,Andalusia,Seville,37.3886303,-5.9953403,188
103,180.76.5.197,CN,Beijing,Beijing,39.906217,116.3912757,35
104,180.76.5.81,CN,Beijing,Beijing,39.906217,116.3912757,25
105,202.46.61.29,CN,Guangdong,Shenzhen (Luohu Qu),22.53448735,114.11211071792144,1
106,119.63.193.195,JP,Tokyo,Minato-ku,35.6432274,139.7400553,10
107,180.76.5.78,CN,Beijing,Beijing,39.906217,116.3912757,45
108,180.76.6.54,CN,Beijing,Beijing,39.906217,116.3912757,34
109,180.76.6.156,CN,Beijing,Beijing,39.906217,116.3912757,38
110,180.76.6.46,CN,Beijing,Beijing,39.906217,116.3912757,42
111,180.76.6.152,CN,Beijing,Beijing,39.906217,116.3912757,31
112,180.76.6.14,CN,Beijing,Beijing,39.906217,116.3912757,32
113,93.186.202.198,DE,North Rhine-Westphalia,DÃ¼sseldorf (Stadtbezirk 06),51.2082165,6.7636478,10
114,180.76.6.60,CN,Beijing,Beijing,39.906217,116.3912757,36
115,180.76.6.132,CN,Beijing,Beijing,39.906217,116.3912757,30
116,180.76.5.170,CN,Beijing,Beijing,39.906217,116.3912757,50
117,180.76.6.28,CN,Beijing,Beijing,39.906217,116.3912757,36
118,180.76.5.59,CN,Beijing,Beijing,39.906217,116.3912757,38
119,180.76.6.147,CN,Beijing,Beijing,39.906217,116.3912757,25
120,64.71.199.139,US,Iowa,Cedar Rapids (Oakhill Jackson),None,None,1
121,64.71.198.139,US,Iowa,Cedar Rapids (Oakhill Jackson),None,None,1
122,180.76.6.53,CN,Beijing,Beijing,39.906217,116.3912757,43
123,180.76.5.190,CN,Beijing,Beijing,39.906217,116.3912757,40
124,180.76.5.96,CN,Beijing,Beijing,39.906217,116.3912757,35
125,180.76.5.39,CN,Beijing,Beijing,39.906217,116.3912757,39
126,180.76.5.167,CN,Beijing,Beijing,39.906217,116.3912757,38
127,180.76.5.204,CN,Beijing,Beijing,39.906217,116.3912757,35
128,180.76.6.17,CN,Beijing,Beijing,39.906217,116.3912757,28
129,180.76.6.42,CN,Beijing,Beijing,39.906217,116.3912757,33
130,190.40.142.14,PE,Lima region,San Borja,-12.09645155,-76.99568986771155,1
131,180.76.5.158,CN,Beijing,Beijing,39.906217,116.3912757,41
132,180.76.6.48,CN,Beijing,Beijing,39.906217,116.3912757,35
133,180.76.5.189,CN,Beijing,Beijing,39.906217,116.3912757,40
134,180.76.5.191,CN,Beijing,Beijing,39.906217,116.3912757,26
135,180.76.6.149,CN,Beijing,Beijing,39.906217,116.3912757,42
136,180.76.5.173,CN,Beijing,Beijing,39.906217,116.3912757,32
137,180.76.5.24,CN,Beijing,Beijing,39.906217,116.3912757,40
138,180.76.6.150,CN,Beijing,Beijing,39.906217,116.3912757,37
139,180.76.6.141,CN,Beijing,Beijing,39.906217,116.3912757,40
140,180.76.6.131,CN,Beijing,Beijing,39.906217,116.3912757,27
141,180.76.5.169,CN,Beijing,Beijing,39.906217,116.3912757,35
142,180.76.6.231,CN,Beijing,Beijing,39.906217,116.3912757,49
143,180.76.6.66,CN,Beijing,Beijing,39.906217,116.3912757,39
144,180.76.5.119,CN,Beijing,Beijing,39.906217,116.3912757,26
145,180.76.6.140,CN,Beijing,Beijing,39.906217,116.3912757,26
146,66.249.78.152,CA,Ontario,Toronto,43.6534817,-79.3839347,1
147,180.76.6.29,CN,Beijing,Beijing,39.906217,116.3912757,30
148,180.76.6.138,CN,Beijing,Beijing,39.906217,116.3912757,40
149,180.76.5.100,CN,Beijing,Beijing,39.906217,116.3912757,34
150,180.76.5.19,CN,Beijing,Beijing,39.906217,116.3912757,35
151,180.76.5.153,CN,Beijing,Beijing,39.906217,116.3912757,45
152,180.76.5.17,CN,Beijing,Beijing,39.906217,116.3912757,32
153,180.76.5.166,CN,Beijing,Beijing,39.906217,116.3912757,33
154,180.76.6.155,CN,Beijing,Beijing,39.906217,116.3912757,39
155,180.76.5.151,CN,Beijing,Beijing,39.906217,116.3912757,39
156,180.76.5.61,CN,Beijing,Beijing,39.906217,116.3912757,32
157,180.76.5.99,CN,Beijing,Beijing,39.906217,116.3912757,30
158,199.30.25.209,US,Washington,Redmond,47.6694141,-122.1238767,15
159,180.76.5.143,CN,Beijing,Beijing,39.906217,116.3912757,49
160,180.76.6.142,CN,Beijing,Beijing,39.906217,116.3912757,23
161,180.76.5.74,CN,Beijing,Beijing,39.906217,116.3912757,32
162,180.76.6.51,CN,Beijing,Beijing,39.906217,116.3912757,32
163,180.76.5.196,CN,Beijing,Beijing,39.906217,116.3912757,35
164,180.76.5.150,CN,Beijing,Beijing,39.906217,116.3912757,29
165,180.76.6.144,CN,Beijing,Beijing,39.906217,116.3912757,38
166,180.76.5.67,CN,Beijing,Beijing,39.906217,116.3912757,33
167,180.76.6.63,CN,Beijing,Beijing,39.906217,116.3912757,31
168,180.76.6.47,CN,Beijing,Beijing,39.906217,116.3912757,29
169,180.76.6.41,CN,Beijing,Beijing,39.906217,116.3912757,40
170,217.12.16.130,ES,Andalusia,Seville,37.3886303,-5.9953403,897
171,180.76.5.62,CN,Beijing,Beijing,39.906217,116.3912757,38
172,180.76.5.60,CN,Beijing,Beijing,39.906217,116.3912757,52
173,180.76.5.30,CN,Beijing,Beijing,39.906217,116.3912757,36
174,180.76.5.157,CN,Beijing,Beijing,39.906217,116.3912757,39
175,157.55.33.48,CA,Ontario,Toronto,43.6534817,-79.3839347,4
176,157.55.34.25,CA,Ontario,Toronto,43.6534817,-79.3839347,78
177,180.76.5.94,CN,Beijing,Beijing,39.906217,116.3912757,39
178,180.76.5.25,CN,Beijing,Beijing,39.906217,116.3912757,39
179,180.76.5.28,CN,Beijing,Beijing,39.906217,116.3912757,35
180,180.76.6.158,CN,Beijing,Beijing,39.906217,116.3912757,30
181,180.76.5.71,CN,Beijing,Beijing,39.906217,116.3912757,38
182,180.76.5.221,CN,Beijing,Beijing,39.906217,116.3912757,38
183,180.76.5.202,CN,Beijing,Beijing,39.906217,116.3912757,30
184,180.76.6.139,CN,Beijing,Beijing,39.906217,116.3912757,44
185,178.137.5.3,UA,Kharkiv,Kharkiv,49.9902794,36.2303893,3
186,89.107.177.18,ES,Madrid,Tres Cantos,40.6065826,-3.7065333,9
187,180.76.5.66,CN,Beijing,Beijing,39.906217,116.3912757,38
188,180.76.6.36,CN,Beijing,Beijing,39.906217,116.3912757,33
189,180.76.6.137,CN,Beijing,Beijing,39.906217,116.3912757,30
190,180.76.6.58,CN,Beijing,Beijing,39.906217,116.3912757,48
191,93.186.202.197,DE,North Rhine-Westphalia,DÃ¼sseldorf (Stadtbezirk 06),51.2082165,6.7636478,8
192,180.76.5.26,CN,Beijing,Beijing,39.906217,116.3912757,29
193,180.76.5.20,CN,Beijing,Beijing,39.906217,116.3912757,36
194,220.181.108.122,CN,Beijing,Beijing,39.906217,116.3912757,1
195,185.10.104.132,DE,Hesse,Frankfurt am Main,50.1106444,8.6820917,8
196,180.76.6.20,CN,Beijing,Beijing,39.906217,116.3912757,42
197,185.10.104.130,DE,Hesse,Frankfurt am Main,50.1106444,8.6820917,10
198,180.76.5.97,CN,Beijing,Beijing,39.906217,116.3912757,31
199,180.76.6.145,CN,Beijing,Beijing,39.906217,116.3912757,31
200,180.76.5.147,CN,Beijing,Beijing,39.906217,116.3912757,36
201,180.76.5.70,CN,Beijing,Beijing,39.906217,116.3912757,31
202,180.76.5.77,CN,Beijing,Beijing,39.906217,116.3912757,37
203,180.76.6.52,CN,Beijing,Beijing,39.906217,116.3912757,35
204,180.76.5.114,CN,Beijing,Beijing,39.906217,116.3912757,31
205,157.56.93.71,CA,Ontario,Toronto,43.6534817,-79.3839347,18
206,180.76.6.43,CN,Beijing,Beijing,39.906217,116.3912757,39
207,202.46.62.27,CN,Guangdong,Shenzhen (Luohu Qu),22.53448735,114.11211071792144,1
208,119.63.193.132,JP,Tokyo,Minato-ku,35.6432274,139.7400553,15
209,180.76.6.225,CN,Beijing,Beijing,39.906217,116.3912757,38
210,180.76.5.149,CN,Beijing,Beijing,39.906217,116.3912757,40
211,157.55.33.44,CA,Ontario,Toronto,43.6534817,-79.3839347,80
212,180.76.5.76,CN,Beijing,Beijing,39.906217,116.3912757,33
213,198.36.87.81,US,Kentucky,Frankfort,38.2009055,-84.8732836,5
214,157.55.33.81,CA,Ontario,Toronto,43.6534817,-79.3839347,164
215,220.181.108.163,CN,Beijing,Beijing,39.906217,116.3912757,3
216,180.76.5.146,CN,Beijing,Beijing,39.906217,116.3912757,24
217,180.76.5.57,CN,Beijing,Beijing,39.906217,116.3912757,38
218,195.61.140.5,US,Washington,Redmond,47.6694141,-122.1238767,30
219,199.30.24.218,US,Washington,Redmond,47.6694141,-122.1238767,9
220,189.190.54.89,MX,Mexico City,Mexico City (Centro),19.434551499999998,-99.1464291498141,21
221,180.76.5.194,CN,Beijing,Beijing,39.906217,116.3912757,28
222,180.76.5.58,CN,Beijing,Beijing,39.906217,116.3912757,39
223,213.164.164.164,ES,Madrid,Las Rozas de Madrid,40.4933095,-3.8758396,4
224,180.76.6.37,CN,Beijing,Beijing,39.906217,116.3912757,40
225,180.76.5.198,CN,Beijing,Beijing,39.906217,116.3912757,35
226,180.76.5.80,CN,Beijing,Beijing,39.906217,116.3912757,33
227,199.30.24.90,US,Washington,Redmond,47.6694141,-122.1238767,3
228,195.57.139.13,ES,Madrid,Madrid,40.4167047,-3.7035825,19
229,180.76.6.49,CN,Beijing,Beijing,39.906217,116.3912757,33
230,185.10.104.195,DE,Hesse,Frankfurt am Main,50.1106444,8.6820917,6
231,180.76.6.61,CN,Beijing,Beijing,39.906217,116.3912757,31
232,180.76.5.118,CN,Beijing,Beijing,39.906217,116.3912757,36
233,220.181.108.121,CN,Beijing,Beijing,39.906217,116.3912757,3
234,66.249.76.39,US,California,Mountain View,37.3893889,-122.0832101,10
235,180.76.5.72,CN,Beijing,Beijing,39.906217,116.3912757,28
236,180.76.5.75,CN,Beijing,Beijing,39.906217,116.3912757,32
237,208.115.113.87,US,Washington,Seattle (Pioneer Square),47.601963,-122.3338552,61
238,180.76.5.214,CN,Beijing,Beijing,39.906217,116.3912757,36
239,66.249.73.208,US,California,Mountain View,37.3893889,-122.0832101,1
240,157.55.34.35,CA,Ontario,Toronto,43.6534817,-79.3839347,22
241,195.57.92.155,ES,Basque Country,Vitoria-Gasteiz,42.8465088,-2.6724025,34
242,202.46.63.70,CN,Guangdong,Shenzhen (Luohu Qu),22.53448735,114.11211071792144,1
243,119.63.193.194,JP,Tokyo,Minato-ku,35.6432274,139.7400553,16
244,220.181.108.109,CN,Beijing,Beijing,39.906217,116.3912757,3
245,123.125.71.54,CN,Beijing,Haidian (Haidian Qu),39.9773365,116.3046983,4
246,54.80.159.180,US,Florida,Pace,30.5964175,-87.16626468931867,4
247,180.76.6.213,CN,Beijing,Beijing,39.906217,116.3912757,36
248,178.63.13.15,DE,Saxony,Falkenstein,50.5353917,12.6643842,256
249,180.76.5.73,CN,Beijing,Beijing,39.906217,116.3912757,26
250,66.249.93.141,US,California,Mountain View,37.3893889,-122.0832101,782
251,117.144.215.242,CN,Shanghai,Putuo Qu,31.2513263,121.3912291,49
252,221.176.4.134,CN,Guangdong,Shenzhen,22.555454,114.0543297,1
253,46.165.197.142,DE,Hesse,Frankfurt am Main,50.1106444,8.6820917,6
254,180.76.6.154,CN,Beijing,Beijing,39.906217,116.3912757,33
255,157.55.33.106,CA,Ontario,Toronto,43.6534817,-79.3839347,65
256,66.249.79.195,US,California,Mountain View,37.3893889,-122.0832101,6
257,37.14.165.223,ES,Madrid,Pozuelo de AlarcÃ³n,40.4346528,-3.814834,82
258,46.103.166.31,GR,Attica,Chalandri,38.0215202,23.7984139,1
259,123.125.71.29,CN,Beijing,Haidian (Haidian Qu),39.9773365,116.3046983,3
260,217.14.47.20,ES,Catalonia,Barcelona,41.3828939,2.1774322,35
261,220.181.108.110,CN,Beijing,Beijing,39.906217,116.3912757,3
262,180.76.5.222,CN,Beijing,Beijing,39.906217,116.3912757,33
263,94.153.65.49,UA,Kyiv City,Kyiv,50.379118500000004,30.362675312922228,18
264,180.76.6.232,CN,Beijing,Beijing,39.906217,116.3912757,32
265,66.249.75.198,US,California,Mountain View,37.3893889,-122.0832101,2
266,157.55.33.83,CA,Ontario,Toronto,43.6534817,-79.3839347,71
267,218.30.103.53,CN,Beijing,Jinrongjie (Xicheng District),39.9119229,116.3566423,20
268,218.30.103.65,CN,Beijing,Jinrongjie (Xicheng District),39.9119229,116.3566423,5
269,193.111.141.52,NL,North Holland,Amsterdam (Nieuwmarkt en Lastage),None,None,301
270,89.144.228.198,AT,Vienna,Vienna (Leopoldstadt),48.2138034,16.40817450036988,1
271,202.46.58.35,CN,Guangdong,Shenzhen (Luohu Qu),22.53448735,114.11211071792144,2
272,144.76.95.232,DE,Saxony,Falkenstein,50.5353917,12.6643842,552
273,157.55.34.107,CA,Ontario,Toronto,43.6534817,-79.3839347,151
274,88.8.151.175,ES,Madrid,Madrid,40.4167047,-3.7035825,280
275,46.118.125.84,UA,Lviv,Lviv,49.841952,24.0315921,6
276,66.249.76.28,CA,Ontario,Toronto,43.6534817,-79.3839347,15
277,157.56.93.63,CA,Ontario,Toronto,43.6534817,-79.3839347,52
278,123.125.71.28,CN,Beijing,Haidian (Haidian Qu),39.9773365,116.3046983,4
279,188.86.209.243,ES,Murcia,Murcia,37.9923795,-1.1305431,10
280,80.30.71.64,ES,Madrid,Madrid,40.4167047,-3.7035825,35
281,95.39.151.173,ES,Madrid,Madrid,40.4167047,-3.7035825,1
282,81.45.52.213,ES,Madrid,Madrid,40.4167047,-3.7035825,228
283,217.251.135.62,DE,North Rhine-Westphalia,Everswinkel,51.9240796,7.8472978,1
284,123.125.71.56,CN,Beijing,Haidian (Haidian Qu),39.9773365,116.3046983,3
285,220.181.108.119,CN,Beijing,Beijing,39.906217,116.3912757,3
286,66.249.66.208,US,California,Mountain View,37.3893889,-122.0832101,3
287,81.203.237.169,ES,Madrid,Madrid,40.4167047,-3.7035825,48
288,209.19.189.160,US,Iowa,Cedar Rapids (Oakhill Jackson),None,None,1
289,31.13.97.114,NL,North Holland,Amsterdam,52.3727598,4.8936041,6
290,31.13.97.116,NL,North Holland,Amsterdam,52.3727598,4.8936041,5
291,173.252.102.117,CA,Ontario,Toronto,43.6534817,-79.3839347,17
292,173.252.102.114,CA,Ontario,Toronto,43.6534817,-79.3839347,24
293,173.252.102.116,CA,Ontario,Toronto,43.6534817,-79.3839347,11
294,173.252.102.115,CA,Ontario,Toronto,43.6534817,-79.3839347,20
295,173.252.102.118,CA,Ontario,Toronto,43.6534817,-79.3839347,9
296,173.252.102.112,CA,Ontario,Toronto,43.6534817,-79.3839347,16
297,173.252.102.119,CA,Ontario,Toronto,43.6534817,-79.3839347,14
298,173.252.102.113,CA,Ontario,Toronto,43.6534817,-79.3839347,11
299,88.23.17.66,ES,Madrid,Madrid,40.4167047,-3.7035825,149
300,157.55.32.57,CA,Ontario,Toronto,43.6534817,-79.3839347,81
301,195.53.212.39,ES,Madrid,Madrid,40.4167047,-3.7035825,25
302,94.23.164.2,DE,Saarland,SaarbrÃ¼cken (Mitte),49.2419959,6.999654995772251,7
303,92.57.150.53,ES,Madrid,Pozuelo de AlarcÃ³n,40.4346528,-3.814834,47
304,87.219.152.35,ES,Madrid,Pozuelo de AlarcÃ³n,40.4346528,-3.814834,20
305,95.16.123.205,ES,Madrid,Pozuelo de AlarcÃ³n,40.4346528,-3.814834,1
306,202.46.57.82,CN,Guangdong,Shenzhen (Luohu Qu),22.53448735,114.11211071792144,1
307,93.186.202.239,DE,North Rhine-Westphalia,DÃ¼sseldorf (Stadtbezirk 06),51.2082165,6.7636478,8
308,220.181.108.75,CN,Beijing,Beijing,39.906217,116.3912757,8
309,93.186.202.241,DE,North Rhine-Westphalia,DÃ¼sseldorf (Stadtbezirk 06),51.2082165,6.7636478,15
310,193.111.141.134,NL,North Holland,Amsterdam (Nieuwmarkt en Lastage),None,None,4
311,157.56.229.88,CA,Ontario,Toronto,43.6534817,-79.3839347,210
312,65.55.219.151,US,Virginia,Ashburn,39.030019100000004,-77.46964646557657,17
313,77.230.62.118,ES,Galicia,Vigo,42.2376602,-8.7247205,23
314,81.44.47.212,ES,Madrid,Madrid,40.4167047,-3.7035825,82
315,88.16.248.34,ES,Madrid,Madrid,40.4167047,-3.7035825,89
316,199.30.24.79,US,Washington,Redmond,47.6694141,-122.1238767,6
317,186.108.178.203,AR,Entre Rios,Victoria,-32.6217981,-60.1576895,45
318,88.0.203.148,ES,Madrid,Madrid,40.4167047,-3.7035825,95
319,88.31.143.254,ES,Madrid,Madrid,40.4167047,-3.7035825,108
320,157.55.32.154,CA,Ontario,Toronto,43.6534817,-79.3839347,88
321,195.76.9.222,ES,Madrid,Madrid,40.4167047,-3.7035825,4
322,65.55.213.69,US,Virginia,Ashburn,39.030019100000004,-77.46964646557657,148
323,220.181.108.102,CN,Beijing,Beijing,39.906217,116.3912757,4
324,209.19.180.69,US,Iowa,Cedar Rapids (Oakhill Jackson),None,None,27
325,79.153.60.85,ES,Madrid,Madrid,40.4167047,-3.7035825,1
326,84.77.154.62,ES,Madrid,Pozuelo de AlarcÃ³n,40.4346528,-3.814834,135
327,65.55.219.153,US,Virginia,Ashburn,39.030019100000004,-77.46964646557657,3
328,65.55.215.64,CA,Ontario,Toronto,43.6534817,-79.3839347,6
329,88.16.245.229,ES,Madrid,Madrid,40.4167047,-3.7035825,21
330,202.46.48.17,CN,Guangdong,Shenzhen (Luohu Qu),22.53448735,114.11211071792144,1
331,94.23.167.218,DE,Saarland,SaarbrÃ¼cken (Mitte),49.2419959,6.999654995772251,5
332,66.249.76.220,US,California,Mountain View,37.3893889,-122.0832101,2
333,194.98.70.135,FR,ÃŽle-de-France,Paris,48.8588897,2.3200410217200766,28
334,66.249.65.236,US,California,Mountain View,37.3893889,-122.0832101,1
335,95.62.55.142,ES,Galicia,Vigo,42.2376602,-8.7247205,26
336,85.62.233.162,ES,Madrid,Pozuelo de AlarcÃ³n,40.4346528,-3.814834,433
337,87.220.174.115,ES,Madrid,Pozuelo de AlarcÃ³n,40.4346528,-3.814834,1
338,2.138.206.93,ES,Madrid,AlcorcÃ³n,40.3492998,-3.8284295,46
339,66.249.79.236,US,California,Mountain View,37.3893889,-122.0832101,5
340,37.14.191.76,ES,Madrid,Pozuelo de AlarcÃ³n,40.4346528,-3.814834,68
341,195.242.218.133,UA,Kyiv City,Kyiv,50.379118500000004,30.362675312922228,3
342,198.143.133.154,US,Illinois,Chicago (Loop),42.0215779,-88.1829997,1045
343,85.152.25.7,ES,Asturias,Oviedo,43.3605977,-5.8448989,64
344,89.7.2.189,ES,Madrid,Madrid,40.4167047,-3.7035825,118
345,157.55.32.186,CA,Ontario,Toronto,43.6534817,-79.3839347,60
346,173.252.110.115,CA,Ontario,Toronto,43.6534817,-79.3839347,10
347,81.45.52.152,ES,Madrid,Madrid,40.4167047,-3.7035825,96
348,173.252.112.113,CA,Ontario,Toronto,43.6534817,-79.3839347,13
349,173.252.112.117,CA,Ontario,Toronto,43.6534817,-79.3839347,9
350,173.252.112.119,CA,Ontario,Toronto,43.6534817,-79.3839347,9
351,173.252.112.118,CA,Ontario,Toronto,43.6534817,-79.3839347,11
352,173.252.112.115,CA,Ontario,Toronto,43.6534817,-79.3839347,8
353,173.252.112.114,CA,Ontario,Toronto,43.6534817,-79.3839347,13
354,69.171.245.117,CA,Ontario,Toronto,43.6534817,-79.3839347,7
355,69.171.245.114,CA,Ontario,Toronto,43.6534817,-79.3839347,4
356,69.171.245.118,CA,Ontario,Toronto,43.6534817,-79.3839347,2
357,69.171.245.119,CA,Ontario,Toronto,43.6534817,-79.3839347,7
358,69.171.245.112,CA,Ontario,Toronto,43.6534817,-79.3839347,6
359,69.171.245.116,CA,Ontario,Toronto,43.6534817,-79.3839347,3
360,65.55.215.35,CA,Ontario,Toronto,43.6534817,-79.3839347,2
361,37.11.51.82,ES,Madrid,Pozuelo de AlarcÃ³n,40.4346528,-3.814834,1
362,185.10.104.196,DE,Hesse,Frankfurt am Main,50.1106444,8.6820917,8
